acc,sample_acc,biosample,sra_study,bioproject
SRR7811476,SRS3758345,SAMN09930630,SRP160432,PRJNA488330
SRR7811506,SRS3758329,SAMN09930635,SRP160432,PRJNA488330
SRR7777316,SRS3733415,SAMN09935188,SRP159311,PRJNA488524
SRR7777313,SRS3733415,SAMN09935188,SRP159311,PRJNA488524
SRR7777315,SRS3733415,SAMN09935188,SRP159311,PRJNA488524
SRR7772829,SRS3729470,SAMN09940786,SRP159238,PRJNA488723
SRR7774114,SRS3730401,SAMN09941275,SRP159258,PRJNA488795
SRR8631577,SRS4409848,SAMN09946815,SRP186833,PRJNA488988
SRR8631581,SRS4409844,SAMN09946850,SRP186833,PRJNA488988
SRR8631583,SRS4409842,SAMN09946852,SRP186833,PRJNA488988
SRR7778982,SRS3734791,SAMN09947771,SRP159450,PRJNA488993
SRR7779682,SRS3743643,SAMN09948431,SRP159467,PRJNA489089
SRR7779705,SRS3743663,SAMN09948462,SRP159467,PRJNA489089
SRR7779702,SRS3743671,SAMN09948465,SRP159467,PRJNA489089
SRR7779700,SRS3743658,SAMN09948467,SRP159467,PRJNA489089
SRR7788910,SRS3741906,SAMN09950708,SRP159652,PRJNA489192
SRR7781405,SRS3736288,SAMN09950693,SRP159501,PRJNA489194
SRR7781404,SRS3736287,SAMN09950694,SRP159501,PRJNA489194
SRR7789502,SRS3742427,SAMN09980416,SRP159667,PRJNA489468
SRR7904878,SRS3822574,SAMN09988228,SRP162653,PRJNA489757
SRR7904895,SRS3822558,SAMN09988229,SRP162653,PRJNA489757
SRR7904900,SRS3822552,SAMN09988230,SRP162653,PRJNA489757
SRR7904880,SRS3822572,SAMN09988231,SRP162653,PRJNA489757
SRR7904879,SRS3822573,SAMN09988232,SRP162653,PRJNA489757
SRR7904882,SRS3822570,SAMN09988233,SRP162653,PRJNA489757
SRR7904881,SRS3822571,SAMN09988234,SRP162653,PRJNA489757
SRR7904884,SRS3822568,SAMN09988235,SRP162653,PRJNA489757
SRR7904883,SRS3822569,SAMN09988236,SRP162653,PRJNA489757
SRR7812057,SRS3758807,SAMN09988734,SRP160545,PRJNA489765
SRR7812056,SRS3758807,SAMN09988734,SRP160545,PRJNA489765
SRR7812054,SRS3758807,SAMN09988734,SRP160545,PRJNA489765
SRR7802302,SRS3751543,SAMN09989120,SRP160098,PRJNA489790
SRR7807496,SRS3754412,SAMN09991691,SRP160393,PRJNA489886
SRR8224072,SRS4068153,SAMN10031376,SRP169984,PRJNA490245
SRR7820706,SRS3766580,SAMN10036354,SRP161549,PRJNA490431
SRR7820702,SRS3766575,SAMN10036358,SRP161549,PRJNA490431
SRR7821666,SRS3767415,SAMN10037652,SRP161570,PRJNA490482
SRR7825137,SRS3770080,SAMN10053172,SRP161645,PRJNA490596
SRR7875374,SRS3799951,SAMN10088629,SRP161645,PRJNA490596
SRR7853483,SRS3787797,SAMN10059153,SRP161858,PRJNA490793
SRR7853482,SRS3787797,SAMN10059153,SRP161858,PRJNA490793
SRR7829236,SRS3773849,SAMN10059790,SRP161745,PRJNA490817
SRR8263910,SRS4093479,SAMN10501893,SRP161951,PRJNA490902
SRR7906173,SRS3823624,SAMN10068037,SRP162694,PRJNA491245
SRR7866683,SRS3791626,SAMN10079734,SRP161948,PRJNA491513
SRR7892428,SRS3812491,SAMN10080899,SRP162387,PRJNA491626
SRR7892434,SRS3812485,SAMN10080905,SRP162387,PRJNA491626
SRR7868822,SRS3793699,SAMN10081825,SRP162015,PRJNA491665
SRR7868821,SRS3793698,SAMN10081826,SRP162015,PRJNA491665
SRR7868820,SRS3793697,SAMN10081827,SRP162015,PRJNA491665
SRR7868819,SRS3793695,SAMN10081828,SRP162015,PRJNA491665
SRR7868818,SRS3793694,SAMN10081829,SRP162015,PRJNA491665
SRR7868817,SRS3793696,SAMN10081830,SRP162015,PRJNA491665
SRR7874022,SRS3798668,SAMN10086920,SRP162059,PRJNA491734
SRR7874045,SRS3798679,SAMN10086985,SRP162060,PRJNA491735
SRR9139203,SRS4831250,SAMN10094241,SRP199679,PRJNA492143
SRR7880357,SRS3804174,SAMN10094477,SRP162185,PRJNA492158
SRR7880359,SRS3804176,SAMN10094479,SRP162185,PRJNA492158
SRR7880369,SRS3804182,SAMN10094488,SRP162185,PRJNA492158
SRR7880365,SRS3804188,SAMN10094499,SRP162185,PRJNA492158
SRR7882275,SRS3806066,SAMN10096041,SRP162237,PRJNA492283
SRR7882274,SRS3806064,SAMN10096042,SRP162237,PRJNA492283
SRR7956999,SRS3869473,SAMN10101894,SRP163160,PRJNA492382
SRR7892718,SRS3812700,SAMN10101903,SRP162409,PRJNA492385
SRR7892717,SRS3812700,SAMN10101903,SRP162409,PRJNA492385
SRR7896610,SRS3816179,SAMN10106156,SRP162483,PRJNA492822
SRR8322173,SRS4147162,SAMN10128028,SRP173502,PRJNA493096
SRR7903774,SRS3821702,SAMN10130935,SRP162611,PRJNA493166
SRR7903779,SRS3821703,SAMN10130937,SRP162611,PRJNA493166
SRR10914279,SRS6015344,SAMN10135596,SRP242715,PRJNA493176
SRR10914271,SRS6015352,SAMN10135601,SRP242715,PRJNA493176
SRR10914270,SRS6015353,SAMN10135602,SRP242715,PRJNA493176
SRR10914268,SRS6015355,SAMN10135604,SRP242715,PRJNA493176
SRR7939285,SRS3854974,SAMN10141869,SRP162826,PRJNA493752
SRR7939287,SRS3854972,SAMN10141871,SRP162826,PRJNA493752
SRR7947893,SRS3862045,SAMN10160101,SRP163087,PRJNA494251
SRR8073126,SRS3947452,SAMN10172153,SRP163225,PRJNA494391
SRR8073125,SRS3947451,SAMN10172154,SRP163225,PRJNA494391
SRR8133431,SRS3947453,SAMN10172155,SRP163225,PRJNA494391
SRR8073124,SRS3947453,SAMN10172155,SRP163225,PRJNA494391
SRR8073123,SRS3947454,SAMN10172156,SRP163225,PRJNA494391
SRR8073122,SRS3947455,SAMN10172157,SRP163225,PRJNA494391
SRR8073121,SRS3947456,SAMN10172158,SRP163225,PRJNA494391
SRR8073120,SRS3947457,SAMN10172159,SRP163225,PRJNA494391
SRR8073119,SRS3947458,SAMN10172160,SRP163225,PRJNA494391
SRR8073118,SRS3947459,SAMN10172161,SRP163225,PRJNA494391
SRR7963139,SRS3875884,SAMN10175177,SRP163370,PRJNA494633
SRR7963138,SRS3875885,SAMN10175180,SRP163370,PRJNA494633
SRR7963145,SRS3875878,SAMN10175181,SRP163370,PRJNA494633
SRR7963146,SRS3875877,SAMN10175182,SRP163370,PRJNA494633
SRR7963126,SRS3875897,SAMN10175183,SRP163370,PRJNA494633
SRR7963127,SRS3875896,SAMN10175184,SRP163370,PRJNA494633
SRR7989658,SRS3895224,SAMN10179999,SRP164770,PRJNA494758
SRR7990199,SRS3895495,SAMN10180001,SRP164777,PRJNA494761
SRR7990457,SRS3895517,SAMN10179997,SRP164783,PRJNA494762
SRR7990496,SRS3895517,SAMN10179997,SRP164783,PRJNA494762
SRR8382537,SRS4198533,SAMN10188208,SRP174978,PRJNA494996
SRR7977653,SRS1822174,SAMN06066020,SRP164410,PRJNA495031
SRR7977578,SRS3888635,SAMN10216100,SRP164404,PRJNA495037
SRR7979715,SRS3889165,SAMN10218302,SRP164571,PRJNA495060
SRR7984560,SRS3891062,SAMN10220512,SRP164676,PRJNA495153
SRR7989586,SRS3895190,SAMN10224636,SRP164767,PRJNA495386
SRR7989585,SRS3895189,SAMN10224637,SRP164767,PRJNA495386
SRR8003849,SRS3901844,SAMN10231257,SRP165172,PRJNA495754
SRR8029871,SRS3922848,SAMN10231539,SRP165189,PRJNA495800
SRR8030920,SRS3923858,SAMN10231775,SRP165202,PRJNA495812
SRR8039474,SRS3925124,SAMN10233481,SRP165247,PRJNA495864
SRR8039478,SRS3925124,SAMN10233481,SRP165247,PRJNA495864
SRR8052073,SRS3930664,SAMN10238011,SRP165658,PRJNA496272
SRR8052076,SRS3930659,SAMN10238016,SRP165658,PRJNA496272
SRR8052080,SRS3930652,SAMN10238020,SRP165658,PRJNA496272
SRR8053164,SRS3931602,SAMN10239287,SRP165687,PRJNA496340
SRR8053162,SRS3931599,SAMN10239289,SRP165687,PRJNA496340
SRR8053161,SRS3931600,SAMN10239290,SRP165687,PRJNA496340
SRR8053160,SRS3931597,SAMN10239291,SRP165687,PRJNA496340
SRR8062426,SRS3938991,SAMN10246340,SRP165849,PRJNA496615
SRR8062425,SRS3938992,SAMN10246341,SRP165849,PRJNA496615
SRR8062424,SRS3938990,SAMN10246342,SRP165849,PRJNA496615
SRR8062423,SRS3938989,SAMN10246343,SRP165849,PRJNA496615
SRR8073766,SRS3948080,SAMN10255192,SRP166041,PRJNA497315
SRR8076595,SRS3950162,SAMN10258228,SRP166111,PRJNA497454
SRR8082051,SRS3955013,SAMN10265123,SRP166213,PRJNA497663
SRR8082050,SRS3955014,SAMN10265124,SRP166213,PRJNA497663
SRR8082049,SRS3955015,SAMN10265125,SRP166213,PRJNA497663
SRR8082048,SRS3955016,SAMN10265126,SRP166213,PRJNA497663
SRR8107910,SRS3978953,SAMN10273828,SRP166803,PRJNA497965
SRR8293688,SRS4117660,SAMN10274813,SRP168517,PRJNA497989
SRR8102046,SRS3973803,SAMN10285330,SRP166732,PRJNA498215
SRR8102041,SRS3973807,SAMN10285335,SRP166732,PRJNA498215
SRR8102611,SRS3974373,SAMN10285838,SRP166746,PRJNA498236
SRR8102637,SRS3974351,SAMN10285851,SRP166746,PRJNA498236
SRR8110060,SRS3980690,SAMN10291440,SRP166857,PRJNA498424
SRR8116693,SRS3985719,SAMN10332745,SRP167022,PRJNA498718
SRR8116691,SRS3985723,SAMN10332747,SRP167022,PRJNA498718
SRR8121118,SRS3989689,SAMN10338909,SRP167074,PRJNA498919
SRR8146472,SRS4006588,SAMN10345641,SRP167676,PRJNA501793
SRR8135130,SRS3996751,SAMN10346445,SRP167228,PRJNA501841
SRR8135131,SRS3996749,SAMN10346446,SRP167228,PRJNA501841
SRR8135129,SRS3996750,SAMN10346447,SRP167228,PRJNA501841
SRR8137327,SRS3998225,SAMN10349520,SRP167265,PRJNA501907
SRR8443455,SRS4252271,SAMN10350623,SRP179489,PRJNA502678
SRR8443435,SRS4252251,SAMN10350622,SRP179484,PRJNA502680
SRR8142837,SRS4003241,SAMN10356417,SRP167390,PRJNA503264
SRR10552057,SRS5734457,SAMN13422173,SRP170656,PRJNA503703
SRR8265635,SRS4095089,SAMN10439959,SRP171560,PRJNA503784
SRR8265656,SRS4095068,SAMN10439969,SRP171560,PRJNA503784
SRR8265594,SRS4095130,SAMN10439982,SRP171560,PRJNA503784
SRR8265593,SRS4095131,SAMN10439983,SRP171560,PRJNA503784
SRR8265596,SRS4095128,SAMN10439984,SRP171560,PRJNA503784
SRR8265595,SRS4095129,SAMN10439985,SRP171560,PRJNA503784
SRR8265592,SRS4095132,SAMN10439986,SRP171560,PRJNA503784
SRR8265629,SRS4095095,SAMN10439988,SRP171560,PRJNA503784
SRR8265630,SRS4095094,SAMN10439989,SRP171560,PRJNA503784
SRR8265627,SRS4095097,SAMN10439990,SRP171560,PRJNA503784
SRR8265628,SRS4095096,SAMN10439991,SRP171560,PRJNA503784
SRR8265626,SRS4095098,SAMN10439993,SRP171560,PRJNA503784
SRR8265623,SRS4095101,SAMN10439994,SRP171560,PRJNA503784
SRR8265624,SRS4095100,SAMN10439995,SRP171560,PRJNA503784
SRR8265622,SRS4095102,SAMN10439997,SRP171560,PRJNA503784
SRR8265548,SRS4095176,SAMN10440000,SRP171560,PRJNA503784
SRR8181896,SRS4036565,SAMN10395659,SRP168460,PRJNA504611
SRR8181915,SRS4036547,SAMN10395670,SRP168460,PRJNA504611
SRR8181918,SRS4036545,SAMN10395671,SRP168460,PRJNA504611
SRR8181917,SRS4036544,SAMN10395672,SRP168460,PRJNA504611
SRR8180466,SRS4035293,SAMN10395779,SRP168390,PRJNA504612
SRR8180465,SRS4035294,SAMN10395783,SRP168390,PRJNA504612
SRR8189328,SRS4042875,SAMN10408241,SRP168650,PRJNA504931
SRR11091255,SRS6150587,SAMN14113726,SRP191352,PRJNA505131
SRR11091256,SRS6150588,SAMN14113732,SRP191352,PRJNA505131
SRR11444974,SRS6395536,SAMN14482680,SRP191352,PRJNA505131
SRR8189294,SRS4042856,SAMN10410808,SRP168646,PRJNA505206
SRR8189301,SRS4042849,SAMN10410811,SRP168646,PRJNA505206
SRR8189298,SRS4042852,SAMN10410812,SRP168646,PRJNA505206
SRR8189998,SRS4043521,SAMN10414111,SRP168694,PRJNA505411
SRR8187114,SRS4040966,SAMN10422413,SRP168601,PRJNA505444
SRR8192746,SRS4046061,SAMN10432064,SRP168818,PRJNA505675
SRR8192745,SRS4046060,SAMN10432065,SRP168818,PRJNA505675
SRR8204473,SRS4055680,SAMN10432424,SRP169520,PRJNA505682
SRR8202201,SRS4054197,SAMN10434231,SRP169124,PRJNA505755
SRR8201317,SRS4053539,SAMN10437548,SRP169108,PRJNA505824
SRR8201316,SRS4053537,SAMN10437549,SRP169108,PRJNA505824
SRR8201315,SRS4053538,SAMN10437550,SRP169108,PRJNA505824
SRR8201314,SRS4053536,SAMN10437552,SRP169108,PRJNA505824
SRR8204146,SRS4055352,SAMN10438624,SRP169508,PRJNA505891
SRR8749287,SRS4069429,SAMN10458020,SRP170028,PRJNA506295
SRR8379809,SRS4196014,SAMN10464571,SRP174873,PRJNA506534
SRR8239989,SRS4074419,SAMN10473206,SRP170549,PRJNA506733
SRR8239997,SRS4074427,SAMN10473207,SRP170549,PRJNA506733
SRR8239996,SRS4074426,SAMN10473208,SRP170549,PRJNA506733
SRR8239995,SRS4074425,SAMN10473209,SRP170549,PRJNA506733
SRR8239994,SRS4074424,SAMN10473210,SRP170549,PRJNA506733
SRR8239993,SRS4074423,SAMN10473211,SRP170549,PRJNA506733
SRR8239992,SRS4074422,SAMN10473212,SRP170549,PRJNA506733
SRR8239991,SRS4074421,SAMN10473213,SRP170549,PRJNA506733
SRR8239990,SRS4074420,SAMN10473214,SRP170549,PRJNA506733
SRR8241917,SRS4076061,SAMN10474328,SRP170674,PRJNA506815
SRR8241918,SRS4076061,SAMN10474328,SRP170674,PRJNA506815
SRR8263270,SRS4093199,SAMN10484366,SRP171209,PRJNA507058
SRR8265750,SRS4095281,SAMN10485235,SRP171570,PRJNA507154
SRR8265751,SRS4095280,SAMN10485236,SRP171570,PRJNA507154
SRR8265752,SRS4095279,SAMN10485237,SRP171570,PRJNA507154
SRR8265753,SRS4095278,SAMN10485238,SRP171570,PRJNA507154
SRR8265746,SRS4095285,SAMN10485239,SRP171570,PRJNA507154
SRR8265747,SRS4095284,SAMN10485240,SRP171570,PRJNA507154
SRR8265748,SRS4095283,SAMN10485241,SRP171570,PRJNA507154
SRR8265749,SRS4095282,SAMN10485242,SRP171570,PRJNA507154
SRR8265754,SRS4095277,SAMN10485243,SRP171570,PRJNA507154
SRR8265755,SRS4095275,SAMN10485244,SRP171570,PRJNA507154
SRR8265756,SRS4095276,SAMN10485245,SRP171570,PRJNA507154
SRR8986998,SRS4700464,SAMN11528408,SRP171036,PRJNA507414
SRR9695840,SRS5107227,SAMN12284726,SRP171691,PRJNA507565
SRR8261287,SRS4091673,SAMN10497978,SRP171133,PRJNA507566
SRR8261377,SRS4091749,SAMN10498572,SRP171137,PRJNA507589
SRR8274649,SRS4101495,SAMN10517900,SRP172096,PRJNA508193
SRR8281060,SRS4115307,SAMN10521487,SRP172857,PRJNA508390
SRR8281057,SRS4115303,SAMN10521490,SRP172857,PRJNA508390
SRR8281084,SRS4115340,SAMN10521748,SRP172861,PRJNA508398
SRR8286611,SRS4111559,SAMN10527326,SRP172755,PRJNA508759
SRR8288176,SRS4113087,SAMN10529275,SRP172777,PRJNA508784
SRR8309129,SRS4136404,SAMN10537690,SRP173209,PRJNA509125
SRR8309132,SRS4136404,SAMN10537690,SRP173209,PRJNA509125
SRR8309131,SRS4136404,SAMN10537690,SRP173209,PRJNA509125
SRR8309130,SRS4136404,SAMN10537690,SRP173209,PRJNA509125
SRR8312580,SRS4139084,SAMN10581479,SRP173297,PRJNA509459
SRR8312677,SRS4139181,SAMN10581569,SRP173298,PRJNA509461
SRR8369129,SRS4186554,SAMN10584342,SRP174431,PRJNA509533
SRR8303530,SRS4126297,SAMN10584799,SRP173101,PRJNA509595
SRR8305539,SRS4133822,SAMN10587305,SRP173135,PRJNA509693
SRR8306007,SRS4134075,SAMN10588745,SRP173157,PRJNA509798
SRR8306006,SRS4134075,SAMN10588745,SRP173157,PRJNA509798
SRR8306021,SRS4134074,SAMN10588746,SRP173157,PRJNA509798
SRR8306023,SRS4134074,SAMN10588746,SRP173157,PRJNA509798
SRR8335004,SRS4156674,SAMN10598737,SRP173754,PRJNA510170
SRR8335005,SRS4156673,SAMN10598738,SRP173754,PRJNA510170
SRR8335006,SRS4156672,SAMN10598739,SRP173754,PRJNA510170
SRR8335007,SRS4156671,SAMN10598740,SRP173754,PRJNA510170
SRR8335008,SRS4156670,SAMN10598741,SRP173754,PRJNA510170
SRR8335009,SRS4156669,SAMN10598742,SRP173754,PRJNA510170
SRR8335010,SRS4156667,SAMN10598743,SRP173754,PRJNA510170
SRR8335011,SRS4156668,SAMN10598744,SRP173754,PRJNA510170
SRR9650636,SRS5069399,SAMN10600682,SRP213498,PRJNA510236
SRR8329347,SRS4151532,SAMN10602927,SRP173612,PRJNA510366
SRR8329346,SRS4151533,SAMN10602928,SRP173612,PRJNA510366
SRR8329345,SRS4151534,SAMN10602929,SRP173612,PRJNA510366
SRR8329344,SRS4151535,SAMN10602930,SRP173612,PRJNA510366
SRR12170078,SRS6963828,SAMN15470633,SRP173612,PRJNA510366
SRR12170077,SRS6963829,SAMN15470634,SRP173612,PRJNA510366
SRR8507751,SRS4308719,SAMN10847813,SRP173649,PRJNA510411
SRR8507748,SRS4308716,SAMN10847816,SRP173649,PRJNA510411
SRR8331140,SRS4153101,SAMN10604334,SRP173651,PRJNA510413
SRR8334328,SRS4156186,SAMN10605227,SRP173726,PRJNA510434
SRR9180156,SRS4863312,SAMN11935610,SRP173760,PRJNA510457
SRR8921222,SRS4641635,SAMN10608416,SRP192813,PRJNA510559
SRR8429873,SRS4172040,SAMN10612930,SRP173871,PRJNA510659
SRR8362546,SRS4180523,SAMN10614015,SRP174181,PRJNA510727
SRR8352624,SRS4172583,SAMN10614734,SRP173899,PRJNA510757
SRR8648503,SRS4179648,SAMN10621795,SRP173957,PRJNA510813
SRR8360401,SRS4178716,SAMN10621005,SRP174074,PRJNA510990
SRR8360399,SRS4178714,SAMN10621008,SRP174074,PRJNA510990
SRR8360398,SRS4178713,SAMN10621009,SRP174074,PRJNA510990
SRR8360396,SRS4178711,SAMN10621011,SRP174074,PRJNA510990
SRR8360395,SRS4178710,SAMN10621012,SRP174074,PRJNA510990
SRR8360394,SRS4178709,SAMN10621014,SRP174074,PRJNA510990
SRR8363811,SRS4181615,SAMN10625690,SRP174213,PRJNA511444
SRR8366798,SRS4184499,SAMN10640595,SRP174371,PRJNA511588
SRR8369880,SRS4186915,SAMN10639316,SRP174468,PRJNA511797
SRR8381833,SRS4197877,SAMN10662995,SRP174946,PRJNA512250
SRR8381852,SRS4197987,SAMN10663005,SRP174946,PRJNA512250
SRR8381849,SRS4197861,SAMN10663010,SRP174946,PRJNA512250
SRR8381846,SRS4197864,SAMN10663013,SRP174946,PRJNA512250
SRR8381860,SRS4197979,SAMN10663015,SRP174946,PRJNA512250
SRR8381859,SRS4197980,SAMN10663016,SRP174946,PRJNA512250
SRR8381861,SRS4197978,SAMN10663018,SRP174946,PRJNA512250
SRR8381829,SRS4197881,SAMN10663025,SRP174946,PRJNA512250
SRR8381832,SRS4197878,SAMN10663026,SRP174946,PRJNA512250
SRR8381867,SRS4197853,SAMN10663027,SRP174946,PRJNA512250
SRR8381844,SRS4197866,SAMN10663033,SRP174946,PRJNA512250
SRR8381845,SRS4197865,SAMN10663034,SRP174946,PRJNA512250
SRR8381871,SRS4197849,SAMN10663037,SRP174946,PRJNA512250
SRR8381869,SRS4197851,SAMN10663039,SRP174946,PRJNA512250
SRR8382519,SRS4198518,SAMN10667064,SRP174977,PRJNA512399
SRR8382512,SRS4198511,SAMN10667071,SRP174977,PRJNA512399
SRR8382511,SRS4198510,SAMN10667072,SRP174977,PRJNA512399
SRR8404217,SRS4217483,SAMN10696336,SRP176440,PRJNA513117
SRR9131727,SRS4825242,SAMN11870846,SRP176396,PRJNA513257
SRR8413508,SRS4226678,SAMN10711465,SRP176477,PRJNA513351
SRR8413887,SRS4227029,SAMN10711872,SRP176487,PRJNA513383
SRR8413886,SRS4227028,SAMN10711873,SRP176487,PRJNA513383
SRR8413892,SRS4227034,SAMN10711898,SRP176487,PRJNA513383
SRR8413891,SRS4227033,SAMN10711899,SRP176487,PRJNA513383
SRR8693997,SRS4461279,SAMN11039351,SRP178945,PRJNA513946
SRR8693994,SRS4461282,SAMN11039358,SRP178945,PRJNA513946
SRR8693990,SRS4461286,SAMN11039360,SRP178945,PRJNA513946
SRR8694021,SRS4461255,SAMN11039365,SRP178945,PRJNA513946
SRR8694020,SRS4461256,SAMN11039366,SRP178945,PRJNA513946
SRR8427402,SRS4238942,SAMN10721163,SRP178193,PRJNA514200
SRR8439319,SRS4248991,SAMN10740236,SRP179028,PRJNA514990
SRR8440463,SRS4250092,SAMN10741315,SRP179061,PRJNA515044
SRR8935324,SRS4654355,SAMN11263760,SRP193134,PRJNA515107
SRR8443468,SRS4252281,SAMN10745116,SRP179491,PRJNA515220
SRR8745362,SRS4503229,SAMN10762652,SRP188731,PRJNA515618
SRR8745367,SRS4503229,SAMN10762652,SRP188731,PRJNA515618
SRR8745361,SRS4503229,SAMN10762652,SRP188731,PRJNA515618
SRR8745360,SRS4503229,SAMN10762652,SRP188731,PRJNA515618
SRR8745363,SRS4503229,SAMN10762652,SRP188731,PRJNA515618
SRR9600412,SRS5027256,SAMN12130999,SRP179937,PRJNA515621
SRR8453463,SRS4261223,SAMN10768505,SRP180030,PRJNA515764
SRR8454451,SRS4262059,SAMN10769635,SRP180192,PRJNA515849
SRR8454514,SRS4262091,SAMN10769696,SRP180192,PRJNA515849
SRR8471338,SRS4277175,SAMN10781286,SRP181140,PRJNA516033
SRR8474270,SRS4279705,SAMN10789648,SRP181218,PRJNA516470
SRR8524830,SRS4322394,SAMN10867506,SRP182666,PRJNA516576
SRR8555412,SRS4348011,SAMN10908542,SRP182666,PRJNA516576
SRR8490248,SRS4293990,SAMN10797684,SRP182121,PRJNA516810
SRR8490249,SRS4293989,SAMN10797686,SRP182121,PRJNA516810
SRR8490246,SRS4293992,SAMN10797942,SRP182121,PRJNA516810
SRR8490255,SRS4293983,SAMN10798253,SRP182121,PRJNA516810
SRR8497503,SRS4294324,SAMN10805328,SRP182142,PRJNA516865
SRR9024786,SRS4732105,SAMN11533736,SRP195815,PRJNA516922
SRR8490539,SRS4294290,SAMN10817905,SRP182140,PRJNA516998
SRR8490510,SRS4294271,SAMN10823564,SRP182139,PRJNA517267
SRR8490511,SRS4294270,SAMN10823565,SRP182139,PRJNA517267
SRR8490508,SRS4294273,SAMN10823566,SRP182139,PRJNA517267
SRR8490509,SRS4294272,SAMN10823567,SRP182139,PRJNA517267
SRR8490507,SRS4294274,SAMN10823569,SRP182139,PRJNA517267
SRR8512200,SRS4312302,SAMN10837524,SRP183041,PRJNA517561
SRR8512199,SRS4312303,SAMN10837525,SRP183041,PRJNA517561
SRR8512202,SRS4312300,SAMN10837526,SRP183041,PRJNA517561
SRR8791652,SRS4542855,SAMN11104124,SRP189585,PRJNA518051
SRR8791647,SRS4542860,SAMN11104132,SRP189585,PRJNA518051
SRR8791646,SRS4542861,SAMN11104134,SRP189585,PRJNA518051
SRR8791645,SRS4542862,SAMN11104136,SRP189585,PRJNA518051
SRR8791644,SRS4542863,SAMN11104138,SRP189585,PRJNA518051
SRR8791650,SRS4542857,SAMN11104140,SRP189585,PRJNA518051
SRR8791649,SRS4542858,SAMN11104142,SRP189585,PRJNA518051
SRR8511535,SRS4318924,SAMN10852934,SRP183179,PRJNA518089
SRR8513375,SRS4313569,SAMN10853893,SRP183071,PRJNA518119
SRR8554349,SRS4347073,SAMN10864924,SRP184995,PRJNA520017
SRR8554407,SRS4347107,SAMN10864940,SRP185011,PRJNA520029
SRR8872874,SRS4604136,SAMN10866478,SRP191656,PRJNA520363
SRR8529858,SRS4327501,SAMN10873076,SRP183669,PRJNA520989
SRR8529857,SRS4327500,SAMN10873077,SRP183669,PRJNA520989
SRR8529853,SRS4327496,SAMN10873081,SRP183669,PRJNA520989
SRR8530396,SRS4327969,SAMN10873231,SRP183695,PRJNA521003
SRR11193524,SRS6226034,SAMN14219325,SRP184734,PRJNA521538
SRR11193522,SRS6226032,SAMN14219326,SRP184734,PRJNA521538
SRR11193521,SRS6226031,SAMN14219327,SRP184734,PRJNA521538
SRR11193523,SRS6226033,SAMN14219330,SRP184734,PRJNA521538
SRR8567342,SRS4359004,SAMN10913682,SRP185703,PRJNA521803
SRR8570626,SRS4362626,SAMN10924899,SRP185817,PRJNA522242
SRR8570624,SRS4362624,SAMN10924901,SRP185817,PRJNA522242
SRR8570622,SRS4362623,SAMN10924903,SRP185817,PRJNA522242
SRR8570620,SRS4362619,SAMN10924905,SRP185817,PRJNA522242
SRR8570615,SRS4362614,SAMN10924910,SRP185817,PRJNA522242
SRR8570614,SRS4362613,SAMN10924920,SRP185817,PRJNA522242
SRR8614785,SRS4394894,SAMN10940245,SRP186674,PRJNA522422
SRR8614791,SRS4394891,SAMN10940246,SRP186674,PRJNA522422
SRR8614294,SRS4394665,SAMN10940252,SRP186674,PRJNA522422
SRR8614293,SRS4394665,SAMN10940252,SRP186674,PRJNA522422
SRR8614272,SRS4394677,SAMN10940258,SRP186674,PRJNA522422
SRR8614271,SRS4394677,SAMN10940258,SRP186674,PRJNA522422
SRR8614383,SRS4394792,SAMN10940280,SRP186674,PRJNA522422
SRR8614525,SRS4394870,SAMN10940286,SRP186674,PRJNA522422
SRR8614524,SRS4394870,SAMN10940286,SRP186674,PRJNA522422
SRR8614292,SRS4394660,SAMN10940304,SRP186674,PRJNA522422
SRR8614288,SRS4394660,SAMN10940304,SRP186674,PRJNA522422
SRR8580042,SRS4370007,SAMN10940920,SRP185927,PRJNA522456
SRR8581131,SRS4370866,SAMN10947314,SRP185958,PRJNA522648
SRR8582482,SRS4372262,SAMN10954100,SRP186016,PRJNA522789
SRR8600111,SRS4387036,SAMN10966052,SRP186442,PRJNA523164
SRR8600109,SRS4387038,SAMN10966054,SRP186442,PRJNA523164
SRR8600100,SRS4387047,SAMN10966072,SRP186442,PRJNA523164
SRR8600102,SRS4387045,SAMN10966074,SRP186442,PRJNA523164
SRR8600113,SRS4387034,SAMN10966077,SRP186442,PRJNA523164
SRR8600023,SRS4387124,SAMN10966078,SRP186442,PRJNA523164
SRR8600022,SRS4387125,SAMN10966079,SRP186442,PRJNA523164
SRR8600024,SRS4387123,SAMN10966081,SRP186442,PRJNA523164
SRR8600266,SRS4386881,SAMN10966082,SRP186442,PRJNA523164
SRR8600262,SRS4386885,SAMN10966083,SRP186442,PRJNA523164
SRR8600015,SRS4387132,SAMN10966086,SRP186442,PRJNA523164
SRR8600036,SRS4387111,SAMN10966088,SRP186442,PRJNA523164
SRR8600280,SRS4386867,SAMN10966090,SRP186442,PRJNA523164
SRR8600049,SRS4387099,SAMN10966099,SRP186442,PRJNA523164
SRR8600232,SRS4386915,SAMN10966100,SRP186442,PRJNA523164
SRR8600146,SRS4387001,SAMN10966109,SRP186442,PRJNA523164
SRR8600150,SRS4386997,SAMN10966113,SRP186442,PRJNA523164
SRR8600067,SRS4387081,SAMN10966120,SRP186442,PRJNA523164
SRR8600069,SRS4387078,SAMN10966122,SRP186442,PRJNA523164
