acc,sample_acc,biosample,sra_study,bioproject
ERR417415,ERS352937,SAMEA2200983,ERP001119,PRJEB2822
ERR417416,ERS352938,SAMEA2200984,ERP001119,PRJEB2822
ERR417417,ERS352939,SAMEA2200985,ERP001119,PRJEB2822
ERR417418,ERS352940,SAMEA2200986,ERP001119,PRJEB2822
ERR417419,ERS352941,SAMEA2200987,ERP001119,PRJEB2822
ERR417420,ERS352942,SAMEA2200988,ERP001119,PRJEB2822
ERR417421,ERS352943,SAMEA2200989,ERP001119,PRJEB2822
ERR417422,ERS352944,SAMEA2200990,ERP001119,PRJEB2822
ERR422488,ERS352945,SAMEA2200991,ERP001119,PRJEB2822
ERR422493,ERS352950,SAMEA2200996,ERP001119,PRJEB2822
ERR422494,ERS352951,SAMEA2200997,ERP001119,PRJEB2822
ERR422481,ERS352953,SAMEA2200999,ERP001119,PRJEB2822
ERR422485,ERS352957,SAMEA2201003,ERP001119,PRJEB2822
ERR422496,ERS352961,SAMEA2201007,ERP001119,PRJEB2822
ERR422500,ERS352965,SAMEA2201011,ERP001119,PRJEB2822
ERR422501,ERS352966,SAMEA2201012,ERP001119,PRJEB2822
ERR422506,ERS352971,SAMEA2201017,ERP001119,PRJEB2822
ERR505433,ERS384489,SAMEA2277067,ERP001119,PRJEB2822
ERR505434,ERS384490,SAMEA2277068,ERP001119,PRJEB2822
ERR505435,ERS384491,SAMEA2277069,ERP001119,PRJEB2822
ERR505436,ERS384492,SAMEA2277070,ERP001119,PRJEB2822
ERR505437,ERS384493,SAMEA2277071,ERP001119,PRJEB2822
ERR505439,ERS384495,SAMEA2277073,ERP001119,PRJEB2822
ERR527387,ERS384496,SAMEA2277074,ERP001119,PRJEB2822
ERR527389,ERS384498,SAMEA2277076,ERP001119,PRJEB2822
ERR527390,ERS384499,SAMEA2277077,ERP001119,PRJEB2822
ERR527391,ERS384500,SAMEA2277078,ERP001119,PRJEB2822
ERR527392,ERS384501,SAMEA2277079,ERP001119,PRJEB2822
ERR527393,ERS384502,SAMEA2277080,ERP001119,PRJEB2822
ERR516588,ERS384508,SAMEA2277086,ERP001119,PRJEB2822
ERR516600,ERS384520,SAMEA2277098,ERP001119,PRJEB2822
ERR516603,ERS384523,SAMEA2277101,ERP001119,PRJEB2822
ERR525196,ERS384531,SAMEA2277109,ERP001119,PRJEB2822
ERR525200,ERS384535,SAMEA2277113,ERP001119,PRJEB2822
ERR525187,ERS384545,SAMEA2277123,ERP001119,PRJEB2822
ERR525212,ERS384547,SAMEA2277125,ERP001119,PRJEB2822
ERR527401,ERS384561,SAMEA2277139,ERP001119,PRJEB2822
ERR525188,ERS384570,SAMEA2277148,ERP001119,PRJEB2822
ERR525192,ERS384574,SAMEA2277152,ERP001119,PRJEB2822
ERR525194,ERS384576,SAMEA2277154,ERP001119,PRJEB2822
ERR570043,ERS423735,SAMEA2417274,ERP001119,PRJEB2822
ERR600075,ERS448180,SAMEA2495252,ERP001119,PRJEB2822
ERR646510,ERS448217,SAMEA2495289,ERP001119,PRJEB2822
ERR876393,ERS448306,SAMEA2495378,ERP001119,PRJEB2822
ERR658351,ERS448331,SAMEA2495403,ERP001119,PRJEB2822
ERR2744259,ERS2658424,SAMEA4838558,ERP110466,PRJEB28282
ERR2744260,ERS2658425,SAMEA4838559,ERP110466,PRJEB28282
ERR2744261,ERS2658426,SAMEA4838560,ERP110466,PRJEB28282
ERR2744262,ERS2658427,SAMEA4838561,ERP110466,PRJEB28282
ERR2744263,ERS2658428,SAMEA4838562,ERP110466,PRJEB28282
ERR2744264,ERS2658429,SAMEA4838563,ERP110466,PRJEB28282
ERR2744265,ERS2658430,SAMEA4838564,ERP110466,PRJEB28282
ERR2744266,ERS2658431,SAMEA4838565,ERP110466,PRJEB28282
ERR2744267,ERS2658432,SAMEA4838566,ERP110466,PRJEB28282
ERR2744268,ERS2658433,SAMEA4838567,ERP110466,PRJEB28282
ERR2744269,ERS2658434,SAMEA4838568,ERP110466,PRJEB28282
ERR2744270,ERS2658435,SAMEA4838569,ERP110466,PRJEB28282
ERR3628878,ERS2758656,SAMEA4939873,ERP110807,PRJEB28590
ERR3628889,ERS2758666,SAMEA4939883,ERP110807,PRJEB28590
ERR3628914,ERS2758692,SAMEA4939909,ERP110807,PRJEB28590
ERR3628920,ERS2758697,SAMEA4939914,ERP110807,PRJEB28590
ERR3628871,ERS2758713,SAMEA4939931,ERP110807,PRJEB28590
ERR2788425,ERS2712689,SAMEA4893607,ERP110814,PRJEB28597
ERR2796252,ERS2881925,SAMEA4999575,ERP110885,PRJEB28653
ERR2809075,ERS2754377,SAMEA4935588,ERP110983,PRJEB28737
ERR2809076,ERS2754378,SAMEA4935589,ERP110983,PRJEB28737
ERR2809077,ERS2754379,SAMEA4935590,ERP110983,PRJEB28737
ERR2809080,ERS2754382,SAMEA4935593,ERP110983,PRJEB28737
ERR2809086,ERS2754388,SAMEA4935599,ERP110983,PRJEB28737
ERR2809088,ERS2754390,SAMEA4935601,ERP110983,PRJEB28737
ERR2809092,ERS2754394,SAMEA4935605,ERP110983,PRJEB28737
ERR2809094,ERS2754396,SAMEA4935607,ERP110983,PRJEB28737
ERR2809097,ERS2754399,SAMEA4935610,ERP110983,PRJEB28737
ERR2809104,ERS2754406,SAMEA4935617,ERP110983,PRJEB28737
ERR2812484,ERS2758506,SAMEA4939723,ERP110992,PRJEB28745
ERR2882229,ERS2883679,SAMEA5072311,ERP110992,PRJEB28745
ERR3341424,ERS3467383,SAMEA5663367,ERP110992,PRJEB28745
ERR3341427,ERS3467386,SAMEA5663370,ERP110992,PRJEB28745
ERR3341451,ERS3467410,SAMEA5663394,ERP110992,PRJEB28745
ERR2815188,ERS2765047,SAMEA4946362,ERP111088,PRJEB28831
ERR2815192,ERS2765051,SAMEA4946366,ERP111088,PRJEB28831
ERR2815193,ERS2765052,SAMEA4946367,ERP111088,PRJEB28831
ERR2815194,ERS2765053,SAMEA4946368,ERP111088,PRJEB28831
ERR2815198,ERS2765057,SAMEA4946372,ERP111088,PRJEB28831
ERR2815199,ERS2765058,SAMEA4946373,ERP111088,PRJEB28831
ERR2815210,ERS2765069,SAMEA4946384,ERP111088,PRJEB28831
ERR2815227,ERS2765086,SAMEA4946401,ERP111088,PRJEB28831
ERR2815231,ERS2765090,SAMEA4946405,ERP111088,PRJEB28831
ERR2815236,ERS2765095,SAMEA4946410,ERP111088,PRJEB28831
ERR2815238,ERS2765097,SAMEA4946412,ERP111088,PRJEB28831
ERR2815242,ERS2765101,SAMEA4946416,ERP111088,PRJEB28831
ERR2815255,ERS2765114,SAMEA4946429,ERP111088,PRJEB28831
ERR2815256,ERS2765115,SAMEA4946430,ERP111088,PRJEB28831
ERR2815259,ERS2765118,SAMEA4946433,ERP111088,PRJEB28831
ERR2815261,ERS2765120,SAMEA4946435,ERP111088,PRJEB28831
ERR2815262,ERS2765121,SAMEA4946436,ERP111088,PRJEB28831
ERR2815265,ERS2765124,SAMEA4946439,ERP111088,PRJEB28831
ERR2815267,ERS2765126,SAMEA4946441,ERP111088,PRJEB28831
ERR2815268,ERS2765127,SAMEA4946442,ERP111088,PRJEB28831
ERR2815271,ERS2765130,SAMEA4946445,ERP111088,PRJEB28831
ERR2820081,ERS2768262,SAMEA4949581,ERP111223,PRJEB28959
ERR2820084,ERS2768265,SAMEA4949584,ERP111223,PRJEB28959
ERR3844786,ERS2782907,SAMEA4964489,ERP111277,PRJEB29011
ERR2835644,ERS2787318,SAMEA4969102,ERP111412,PRJEB29135
ERR575796,ERS311576,SAMEA1967289,ERP001266,PRJEB2916
ERR575776,ERS250578,SAMEA1968742,ERP001266,PRJEB2916
ERR326319,ERS236431,SAMEA2060949,ERP001266,PRJEB2916
ERR323196,ERS233641,SAMEA2063112,ERP001266,PRJEB2916
ERR323200,ERS233645,SAMEA2063116,ERP001266,PRJEB2916
ERR323171,ERS233648,SAMEA2063119,ERP001266,PRJEB2916
ERR575779,ERS250572,SAMEA2075139,ERP001266,PRJEB2916
ERR575782,ERS250575,SAMEA2075140,ERP001266,PRJEB2916
ERR575780,ERS250573,SAMEA2075161,ERP001266,PRJEB2916
ERR575783,ERS250576,SAMEA2075162,ERP001266,PRJEB2916
ERR575777,ERS250579,SAMEA2075163,ERP001266,PRJEB2916
ERR575781,ERS250574,SAMEA2075185,ERP001266,PRJEB2916
ERR575775,ERS250577,SAMEA2075186,ERP001266,PRJEB2916
ERR575778,ERS250580,SAMEA2075187,ERP001266,PRJEB2916
ERR575771,ERS250581,SAMEA2075191,ERP001266,PRJEB2916
ERR575774,ERS250584,SAMEA2075192,ERP001266,PRJEB2916
ERR575784,ERS254598,SAMEA2078240,ERP001266,PRJEB2916
ERR575787,ERS254601,SAMEA2078241,ERP001266,PRJEB2916
ERR575790,ERS254604,SAMEA2078242,ERP001266,PRJEB2916
ERR575785,ERS254599,SAMEA2078298,ERP001266,PRJEB2916
ERR575788,ERS254602,SAMEA2078299,ERP001266,PRJEB2916
ERR575791,ERS254605,SAMEA2078300,ERP001266,PRJEB2916
ERR575786,ERS254600,SAMEA2080714,ERP001266,PRJEB2916
ERR575789,ERS254603,SAMEA2080715,ERP001266,PRJEB2916
ERR575792,ERS254606,SAMEA2080716,ERP001266,PRJEB2916
ERR438873,ERS310999,SAMEA2120367,ERP001266,PRJEB2916
ERR438876,ERS311002,SAMEA2120369,ERP001266,PRJEB2916
ERR438919,ERS311078,SAMEA2122076,ERP001266,PRJEB2916
ERR438921,ERS311080,SAMEA2122077,ERP001266,PRJEB2916
ERR575804,ERS326087,SAMEA2143856,ERP001266,PRJEB2916
ERR575819,ERS326102,SAMEA2144020,ERP001266,PRJEB2916
ERR575805,ERS326088,SAMEA2144328,ERP001266,PRJEB2916
ERR438872,ERS310998,SAMEA2145303,ERP001266,PRJEB2916
ERR575793,ERS311573,SAMEA2146443,ERP001266,PRJEB2916
ERR575817,ERS326100,SAMEA2147430,ERP001266,PRJEB2916
ERR575815,ERS326098,SAMEA2147754,ERP001266,PRJEB2916
ERR575801,ERS311580,SAMEA2147758,ERP001266,PRJEB2916
ERR575797,ERS311581,SAMEA2148188,ERP001266,PRJEB2916
ERR575808,ERS326091,SAMEA2148281,ERP001266,PRJEB2916
ERR575824,ERS326107,SAMEA2148282,ERP001266,PRJEB2916
ERR575823,ERS326106,SAMEA2148388,ERP001266,PRJEB2916
ERR575816,ERS326099,SAMEA2148669,ERP001266,PRJEB2916
ERR575795,ERS311575,SAMEA2150344,ERP001266,PRJEB2916
ERR575806,ERS326089,SAMEA2150934,ERP001266,PRJEB2916
ERR575803,ERS326086,SAMEA2150937,ERP001266,PRJEB2916
ERR575820,ERS326103,SAMEA2152594,ERP001266,PRJEB2916
ERR575802,ERS326085,SAMEA2152626,ERP001266,PRJEB2916
ERR575794,ERS311574,SAMEA2152959,ERP001266,PRJEB2916
ERR575822,ERS326105,SAMEA2154550,ERP001266,PRJEB2916
ERR575810,ERS326093,SAMEA2154664,ERP001266,PRJEB2916
ERR575812,ERS326095,SAMEA2155328,ERP001266,PRJEB2916
ERR438908,ERS311067,SAMEA2156261,ERP001266,PRJEB2916
ERR575811,ERS326094,SAMEA2156529,ERP001266,PRJEB2916
ERR575807,ERS326090,SAMEA2157927,ERP001266,PRJEB2916
ERR575800,ERS311579,SAMEA2158018,ERP001266,PRJEB2916
ERR575799,ERS311578,SAMEA2158442,ERP001266,PRJEB2916
ERR575813,ERS326096,SAMEA2158964,ERP001266,PRJEB2916
ERR575814,ERS326097,SAMEA2160092,ERP001266,PRJEB2916
ERR575809,ERS326092,SAMEA2161782,ERP001266,PRJEB2916
ERR575821,ERS326104,SAMEA2162614,ERP001266,PRJEB2916
ERR575818,ERS326101,SAMEA2162879,ERP001266,PRJEB2916
ERR575798,ERS311577,SAMEA2163132,ERP001266,PRJEB2916
ERR575825,ERS336954,SAMEA2168350,ERP001266,PRJEB2916
ERR575826,ERS336955,SAMEA2168351,ERP001266,PRJEB2916
ERR575827,ERS336956,SAMEA2168352,ERP001266,PRJEB2916
ERR575828,ERS336957,SAMEA2168353,ERP001266,PRJEB2916
ERR575829,ERS336958,SAMEA2168354,ERP001266,PRJEB2916
ERR575830,ERS336959,SAMEA2168355,ERP001266,PRJEB2916
ERR575831,ERS336960,SAMEA2168356,ERP001266,PRJEB2916
ERR575832,ERS336961,SAMEA2168357,ERP001266,PRJEB2916
ERR575833,ERS336962,SAMEA2168358,ERP001266,PRJEB2916
ERR575834,ERS336963,SAMEA2168359,ERP001266,PRJEB2916
ERR575835,ERS336964,SAMEA2168360,ERP001266,PRJEB2916
ERR575836,ERS336965,SAMEA2168361,ERP001266,PRJEB2916
ERR575837,ERS336966,SAMEA2168362,ERP001266,PRJEB2916
ERR575838,ERS336967,SAMEA2168363,ERP001266,PRJEB2916
ERR575839,ERS336968,SAMEA2168364,ERP001266,PRJEB2916
ERR575840,ERS336969,SAMEA2168365,ERP001266,PRJEB2916
ERR575869,ERS352205,SAMEA2200528,ERP001266,PRJEB2916
ERR575870,ERS352206,SAMEA2200529,ERP001266,PRJEB2916
ERR575875,ERS352207,SAMEA2200530,ERP001266,PRJEB2916
ERR575871,ERS352208,SAMEA2200531,ERP001266,PRJEB2916
ERR575874,ERS352211,SAMEA2200534,ERP001266,PRJEB2916
ERR575841,ERS352214,SAMEA2200537,ERP001266,PRJEB2916
ERR575842,ERS352215,SAMEA2200538,ERP001266,PRJEB2916
ERR575843,ERS352216,SAMEA2200539,ERP001266,PRJEB2916
ERR575844,ERS352217,SAMEA2200540,ERP001266,PRJEB2916
ERR575847,ERS352220,SAMEA2200543,ERP001266,PRJEB2916
ERR575848,ERS352221,SAMEA2200544,ERP001266,PRJEB2916
ERR575849,ERS352222,SAMEA2200545,ERP001266,PRJEB2916
ERR575845,ERS352226,SAMEA2200549,ERP001266,PRJEB2916
ERR575862,ERS352228,SAMEA2200551,ERP001266,PRJEB2916
ERR575863,ERS352230,SAMEA2200553,ERP001266,PRJEB2916
ERR575864,ERS352232,SAMEA2200555,ERP001266,PRJEB2916
ERR575858,ERS352234,SAMEA2200557,ERP001266,PRJEB2916
ERR575859,ERS352235,SAMEA2200558,ERP001266,PRJEB2916
ERR575860,ERS352236,SAMEA2200559,ERP001266,PRJEB2916
ERR575861,ERS352237,SAMEA2200560,ERP001266,PRJEB2916
ERR575865,ERS352238,SAMEA2200561,ERP001266,PRJEB2916
ERR575866,ERS352239,SAMEA2200562,ERP001266,PRJEB2916
ERR575867,ERS352240,SAMEA2200563,ERP001266,PRJEB2916
ERR575887,ERS353788,SAMEA2201411,ERP001266,PRJEB2916
ERR575889,ERS353789,SAMEA2201412,ERP001266,PRJEB2916
ERR575888,ERS353790,SAMEA2201413,ERP001266,PRJEB2916
ERR575890,ERS353791,SAMEA2201414,ERP001266,PRJEB2916
ERR575891,ERS353792,SAMEA2201415,ERP001266,PRJEB2916
ERR575892,ERS353793,SAMEA2201416,ERP001266,PRJEB2916
ERR575893,ERS353794,SAMEA2201417,ERP001266,PRJEB2916
ERR575894,ERS353795,SAMEA2201418,ERP001266,PRJEB2916
ERR575895,ERS353796,SAMEA2201419,ERP001266,PRJEB2916
ERR575878,ERS353797,SAMEA2201420,ERP001266,PRJEB2916
ERR575879,ERS353798,SAMEA2201421,ERP001266,PRJEB2916
ERR575880,ERS353799,SAMEA2201422,ERP001266,PRJEB2916
ERR575881,ERS353800,SAMEA2201423,ERP001266,PRJEB2916
ERR575882,ERS353801,SAMEA2201424,ERP001266,PRJEB2916
ERR575883,ERS353802,SAMEA2201425,ERP001266,PRJEB2916
ERR575884,ERS353803,SAMEA2201426,ERP001266,PRJEB2916
ERR575885,ERS353804,SAMEA2201427,ERP001266,PRJEB2916
ERR575886,ERS353805,SAMEA2201428,ERP001266,PRJEB2916
ERR575896,ERS358590,SAMEA2220396,ERP001266,PRJEB2916
ERR575903,ERS358591,SAMEA2220397,ERP001266,PRJEB2916
ERR575904,ERS358592,SAMEA2220398,ERP001266,PRJEB2916
ERR575897,ERS358593,SAMEA2220399,ERP001266,PRJEB2916
ERR575898,ERS358594,SAMEA2220400,ERP001266,PRJEB2916
ERR575899,ERS358595,SAMEA2220401,ERP001266,PRJEB2916
ERR575900,ERS358596,SAMEA2220402,ERP001266,PRJEB2916
ERR575901,ERS358597,SAMEA2220403,ERP001266,PRJEB2916
ERR575902,ERS358598,SAMEA2220404,ERP001266,PRJEB2916
ERR575905,ERS358599,SAMEA2220405,ERP001266,PRJEB2916
ERR575906,ERS358600,SAMEA2220406,ERP001266,PRJEB2916
ERR575907,ERS370597,SAMEA2248187,ERP001266,PRJEB2916
ERR575908,ERS370598,SAMEA2248188,ERP001266,PRJEB2916
ERR575909,ERS370599,SAMEA2248189,ERP001266,PRJEB2916
ERR575910,ERS370600,SAMEA2248190,ERP001266,PRJEB2916
ERR575911,ERS370601,SAMEA2248191,ERP001266,PRJEB2916
ERR575912,ERS370602,SAMEA2248192,ERP001266,PRJEB2916
ERR575913,ERS370603,SAMEA2248193,ERP001266,PRJEB2916
ERR575914,ERS370604,SAMEA2248194,ERP001266,PRJEB2916
ERR575915,ERS370619,SAMEA2248209,ERP001266,PRJEB2916
ERR575916,ERS370620,SAMEA2248210,ERP001266,PRJEB2916
ERR575917,ERS370621,SAMEA2248211,ERP001266,PRJEB2916
ERR575922,ERS372812,SAMEA2259084,ERP001266,PRJEB2916
ERR575923,ERS372813,SAMEA2259085,ERP001266,PRJEB2916
ERR575924,ERS372814,SAMEA2259086,ERP001266,PRJEB2916
ERR575925,ERS372815,SAMEA2259087,ERP001266,PRJEB2916
ERR575926,ERS372816,SAMEA2259088,ERP001266,PRJEB2916
ERR575927,ERS372817,SAMEA2259089,ERP001266,PRJEB2916
ERR575928,ERS372818,SAMEA2259090,ERP001266,PRJEB2916
ERR575918,ERS372819,SAMEA2259091,ERP001266,PRJEB2916
ERR575919,ERS372820,SAMEA2259092,ERP001266,PRJEB2916
ERR575920,ERS372821,SAMEA2259093,ERP001266,PRJEB2916
ERR575921,ERS372822,SAMEA2259094,ERP001266,PRJEB2916
ERR473384,ERS384620,SAMEA2277198,ERP001266,PRJEB2916
ERR473385,ERS384621,SAMEA2277199,ERP001266,PRJEB2916
ERR473387,ERS384623,SAMEA2277201,ERP001266,PRJEB2916
ERR473389,ERS384625,SAMEA2277203,ERP001266,PRJEB2916
ERR473395,ERS384627,SAMEA2277205,ERP001266,PRJEB2916
ERR473394,ERS384633,SAMEA2277211,ERP001266,PRJEB2916
ERR575930,ERS408612,SAMEA2382218,ERP001266,PRJEB2916
ERR2843796,ERS2794079,SAMEA4976008,ERP111486,PRJEB29206
ERR2843798,ERS2794081,SAMEA4976010,ERP111486,PRJEB29206
ERR2843799,ERS2794082,SAMEA4976011,ERP111486,PRJEB29206
ERR2843800,ERS2794083,SAMEA4976012,ERP111486,PRJEB29206
ERR2843801,ERS2794084,SAMEA4976013,ERP111486,PRJEB29206
ERR2843802,ERS2794085,SAMEA4976014,ERP111486,PRJEB29206
ERR2843805,ERS2794088,SAMEA4976017,ERP111486,PRJEB29206
ERR2843806,ERS2794089,SAMEA4976018,ERP111486,PRJEB29206
ERR2843807,ERS2794090,SAMEA4976019,ERP111486,PRJEB29206
ERR2843808,ERS2794091,SAMEA4976020,ERP111486,PRJEB29206
ERR2843809,ERS2794092,SAMEA4976021,ERP111486,PRJEB29206
ERR2843811,ERS2794094,SAMEA4976023,ERP111486,PRJEB29206
ERR2843812,ERS2794095,SAMEA4976024,ERP111486,PRJEB29206
ERR2843813,ERS2794096,SAMEA4976025,ERP111486,PRJEB29206
ERR2844021,ERS2797810,SAMEA4979744,ERP111510,PRJEB29227
ERR2844022,ERS2797811,SAMEA4979745,ERP111510,PRJEB29227
ERR2844023,ERS2797812,SAMEA4979746,ERP111510,PRJEB29227
ERR2844024,ERS2797813,SAMEA4979747,ERP111510,PRJEB29227
ERR2844025,ERS2797814,SAMEA4979748,ERP111510,PRJEB29227
ERR2844026,ERS2797815,SAMEA4979749,ERP111510,PRJEB29227
ERR2844027,ERS2797816,SAMEA4979750,ERP111510,PRJEB29227
ERR2844029,ERS2797818,SAMEA4979752,ERP111510,PRJEB29227
ERR2844030,ERS2797819,SAMEA4979753,ERP111510,PRJEB29227
ERR2844031,ERS2797820,SAMEA4979754,ERP111510,PRJEB29227
ERR2844032,ERS2797821,SAMEA4979755,ERP111510,PRJEB29227
ERR2844034,ERS2797823,SAMEA4979757,ERP111510,PRJEB29227
ERR2844035,ERS2797824,SAMEA4979758,ERP111510,PRJEB29227
ERR2844036,ERS2797825,SAMEA4979759,ERP111510,PRJEB29227
ERR2844037,ERS2797826,SAMEA4979760,ERP111510,PRJEB29227
ERR4352120,ERS4827945,SAMEA7067345,ERP111748,PRJEB29446
ERR2868065,ERS2867733,SAMEA5056558,ERP111756,PRJEB29454
ERR2882479,ERS2886335,SAMEA5074971,ERP111913,PRJEB29598
ERR2930954,ERS2916149,SAMEA5131773,ERP112093,PRJEB29744
ERR2930828,ERS2916061,SAMEA5131685,ERP112334,PRJEB29972
ERR2936822,ERS2924428,SAMEA5140063,ERP112386,PRJEB30021
ERR2984170,ERS2958004,SAMEA5150262,ERP112548,PRJEB30120
ERR2984182,ERS2958016,SAMEA5150274,ERP112548,PRJEB30120
ERR3003547,ERS2985676,SAMEA5178166,ERP112751,PRJEB30312
ERR3016203,ERS2974513,SAMEA5166794,ERP112755,PRJEB30315
ERR3011019,ERS2993247,SAMEA5185747,ERP112815,PRJEB30361
ERR403718,ERS353651,SAMEA2201405,ERP001464,PRJEB3054
ERR485016,ERS353651,SAMEA2201405,ERP001464,PRJEB3054
ERR403719,ERS353652,SAMEA2201406,ERP001464,PRJEB3054
ERR485017,ERS353652,SAMEA2201406,ERP001464,PRJEB3054
ERR3053553,ERS3023733,SAMEA5216274,ERP113252,PRJEB30773
ERR3141385,ERS3126950,SAMEA5319715,ERP113603,PRJEB31089
ERR146954,ERS152071,SAMEA1469170,ERP001556,PRJEB3116
ERR146955,ERS152085,SAMEA1469174,ERP001556,PRJEB3116
ERR146956,ERS152082,SAMEA1469182,ERP001556,PRJEB3116
ERR146958,ERS152083,SAMEA1469185,ERP001556,PRJEB3116
ERR3170202,ERS3172930,SAMEA5366324,ERP113880,PRJEB31334
ERR3201872,ERS3212714,SAMEA5407403,ERP114178,PRJEB31605
ERR3201881,ERS3212720,SAMEA5407409,ERP114178,PRJEB31605
ERR3201882,ERS3212721,SAMEA5407410,ERP114178,PRJEB31605
ERR3201896,ERS3212727,SAMEA5407416,ERP114178,PRJEB31605
ERR3201895,ERS3212727,SAMEA5407416,ERP114178,PRJEB31605
ERR3201897,ERS3212728,SAMEA5407417,ERP114178,PRJEB31605
ERR3201898,ERS3212728,SAMEA5407417,ERP114178,PRJEB31605
ERR3201905,ERS3212729,SAMEA5407418,ERP114178,PRJEB31605
ERR3240287,ERS3331959,SAMEA5529884,ERP114435,PRJEB31829
ERR3240295,ERS3331960,SAMEA5529885,ERP114435,PRJEB31829
ERR3240298,ERS3331960,SAMEA5529885,ERP114435,PRJEB31829
ERR3240307,ERS3331961,SAMEA5529886,ERP114435,PRJEB31829
ERR3240341,ERS3331964,SAMEA5529889,ERP114435,PRJEB31829
ERR3240366,ERS3331965,SAMEA5529890,ERP114435,PRJEB31829
ERR3240373,ERS3331966,SAMEA5529891,ERP114435,PRJEB31829
ERR3240397,ERS3331967,SAMEA5529892,ERP114435,PRJEB31829
ERR3240390,ERS3331967,SAMEA5529892,ERP114435,PRJEB31829
ERR3240400,ERS3331967,SAMEA5529892,ERP114435,PRJEB31829
ERR3240407,ERS3331968,SAMEA5529893,ERP114435,PRJEB31829
ERR3240409,ERS3331968,SAMEA5529893,ERP114435,PRJEB31829
ERR3240406,ERS3331968,SAMEA5529893,ERP114435,PRJEB31829
ERR3240458,ERS3331971,SAMEA5529896,ERP114435,PRJEB31829
ERR3240462,ERS3331971,SAMEA5529896,ERP114435,PRJEB31829
ERR3240489,ERS3331973,SAMEA5529898,ERP114435,PRJEB31829
ERR3240493,ERS3331973,SAMEA5529898,ERP114435,PRJEB31829
ERR3240496,ERS3331973,SAMEA5529898,ERP114435,PRJEB31829
ERR3240495,ERS3331973,SAMEA5529898,ERP114435,PRJEB31829
ERR3240521,ERS3331975,SAMEA5529900,ERP114435,PRJEB31829
ERR3240542,ERS3331976,SAMEA5529901,ERP114435,PRJEB31829
ERR3240566,ERS3331978,SAMEA5529903,ERP114435,PRJEB31829
ERR3240572,ERS3331978,SAMEA5529903,ERP114435,PRJEB31829
ERR3240591,ERS3331980,SAMEA5529905,ERP114435,PRJEB31829
ERR3240589,ERS3331980,SAMEA5529905,ERP114435,PRJEB31829
ERR3240609,ERS3331981,SAMEA5529906,ERP114435,PRJEB31829
ERR3240626,ERS3331982,SAMEA5529907,ERP114435,PRJEB31829
ERR3240621,ERS3331982,SAMEA5529907,ERP114435,PRJEB31829
ERR3240625,ERS3331982,SAMEA5529907,ERP114435,PRJEB31829
ERR3240617,ERS3331982,SAMEA5529907,ERP114435,PRJEB31829
ERR3240628,ERS3331983,SAMEA5529908,ERP114435,PRJEB31829
ERR3240638,ERS3331983,SAMEA5529908,ERP114435,PRJEB31829
ERR3240655,ERS3331984,SAMEA5529909,ERP114435,PRJEB31829
ERR3240646,ERS3331984,SAMEA5529909,ERP114435,PRJEB31829
ERR3252932,ERS3339581,SAMEA5537516,ERP114485,PRJEB31872
ERR3624103,ERS3917145,SAMEA6116885,ERP114723,PRJEB32090
ERR3276516,ERS3365320,SAMEA5563290,ERP114760,PRJEB32121
ERR3276517,ERS3365321,SAMEA5563291,ERP114760,PRJEB32121
ERR3276518,ERS3365322,SAMEA5563292,ERP114760,PRJEB32121
ERR3276519,ERS3365323,SAMEA5563293,ERP114760,PRJEB32121
ERR3276520,ERS3365324,SAMEA5563294,ERP114760,PRJEB32121
ERR3276521,ERS3365325,SAMEA5563295,ERP114760,PRJEB32121
ERR3276522,ERS3365326,SAMEA5563296,ERP114760,PRJEB32121
ERR3276523,ERS3365327,SAMEA5563297,ERP114760,PRJEB32121
ERR3276524,ERS3365328,SAMEA5563298,ERP114760,PRJEB32121
ERR3276525,ERS3365329,SAMEA5563299,ERP114760,PRJEB32121
ERR3276526,ERS3365330,SAMEA5563300,ERP114760,PRJEB32121
ERR3276527,ERS3365331,SAMEA5563301,ERP114760,PRJEB32121
ERR3280113,ERS3364886,SAMEA5562855,ERP114769,PRJEB32130
ERR3277153,ERS3366263,SAMEA5564234,ERP114774,PRJEB32134
ERR3277155,ERS3366265,SAMEA5564236,ERP114774,PRJEB32134
ERR3277156,ERS3366266,SAMEA5564237,ERP114774,PRJEB32134
ERR3277158,ERS3366268,SAMEA5564239,ERP114774,PRJEB32134
ERR3277161,ERS3366271,SAMEA5564242,ERP114774,PRJEB32134
ERR3277165,ERS3366275,SAMEA5564246,ERP114774,PRJEB32134
ERR3277168,ERS3366278,SAMEA5564249,ERP114774,PRJEB32134
ERR3277169,ERS3366279,SAMEA5564250,ERP114774,PRJEB32134
ERR3277171,ERS3366281,SAMEA5564252,ERP114774,PRJEB32134
ERR3288590,ERS3364887,SAMEA5562856,ERP114776,PRJEB32136
ERR3317248,ERS3403280,SAMEA5599074,ERP115191,PRJEB32494
ERR3339027,ERS3459730,SAMEA5655704,ERP115446,PRJEB32732
ERR3339033,ERS3459736,SAMEA5655710,ERP115446,PRJEB32732
ERR3340827,ERS3466824,SAMEA5662807,ERP115446,PRJEB32732
ERR3340831,ERS3466827,SAMEA5662810,ERP115446,PRJEB32732
ERR3340874,ERS3466840,SAMEA5662823,ERP115446,PRJEB32732
ERR3340878,ERS3466844,SAMEA5662827,ERP115446,PRJEB32732
ERR3340879,ERS3466845,SAMEA5662828,ERP115446,PRJEB32732
